ClbWaveGap	ClbWavePhase	ClbPhaseMode	ClbWaveTaper	ClbWaveTemperature	ClbXpos	ClbZpos	ClbUndCenter	ClbWaveBx	ClbDeltaBx	ClbWaveBz	ClbDeltaBz	ClbPhaseError	ClbPeaksBxTaper	ClbPeaksBzTaper	ClbWaveIx	ClbWaveIz	ClbWaveI2x	ClbWaveI2z	ClbFundEng	ClbLambdaL	ClbWaveMultiVDip	ClbWaveVQuad	ClbWaveVSex	ClbWaveVOct	ClbWaveMultiHDip	ClbWaveHQuad	ClbWaveHSex	ClbWaveHOct	ClbWaveCoilI1	ClbWaveCoilI2	ClbWaveCoilI3	ClbWaveCoilI4	ClbOutFileInt	ClbOutFileFld	ClbPhaseIntegral
200.00	0	0	0.000	23	5	0	0.85114	0.006738	0.1153	0.695943	0.0102	2.82	2.16	3.79	0.041	-0.033	0.094	-0.093	1919.519	6.4499e-10	-3.55	-0.40	-89.60	-92	5.52	25.10	101.59	-2e+02	0.1110	-0.8967	-0.0824	0.3828	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1714.284
200.00	1	0	0.000	23	5	0	0.850626	0.007383	0.1042	0.683737	0.0131	2.78	1.51	-9.63	0.031	-0.031	0.091	-0.104	1943.904	6.3694e-10	-3.25	2.06	-89.18	-96	4.67	25.69	97.38	-2.1e+02	0.1835	-0.8938	-0.1201	0.4605	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1672.080
200.00	2	0	0.000	23	5	0	0.850116	0.007955	0.0972	0.664997	0.0132	2.82	2.02	7.11	0.050	-0.027	0.091	-0.137	2010.153	6.1602e-10	-2.83	-0.01	-93.55	-94	6.48	27.38	103.19	-2.1e+02	0.2430	-1.0632	-0.3239	0.5523	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1562.496
200.00	3	0	0.000	23	5	0	0.849607	0.008287	0.0934	0.624866	0.0126	2.57	2.32	-11.50	0.065	-0.026	0.090	-0.137	2121.677	5.8380e-10	-2.77	-3.68	-93.03	-70	7.86	29.39	102.49	-2.2e+02	0.1948	-1.1004	-0.3717	0.5089	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1393.733
200.00	4	0	0.000	23	5	0	0.849105	0.008535	0.0909	0.578796	0.0130	2.59	2.66	1.67	0.058	-0.030	0.091	-0.148	2281.422	5.4312e-10	-3.22	-3.03	-87.52	-77	7.41	32.77	111.49	-2.2e+02	0.2773	-1.1411	-0.3718	0.5563	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1180.673
200.00	5	0	0.000	23	5	0	0.848599	0.008498	0.0914	0.512523	0.0117	2.67	2.60	-7.30	0.072	-0.023	0.093	-0.198	2494.095	4.9696e-10	-2.36	-0.24	-82.85	-96	8.79	36.82	109.57	-2.4e+02	0.3973	-1.3550	-0.6371	0.7492	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	938.987
200.00	6	0	0.000	23	5	0	0.853603	0.008400	0.0927	0.441764	0.0121	2.98	2.08	14.43	0.084	0.002	0.092	-0.213	2758.401	4.4962e-10	-0.05	-2.25	-88.21	-93	9.95	39.30	112.56	-2.4e+02	0.3239	-1.3519	-0.8324	0.8691	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	691.734
200.00	7	0	0.000	23	5	0	0.853111	0.008036	0.0977	0.355563	0.0132	3.37	2.32	15.55	0.100	0.006	0.088	-0.219	3062.985	4.0494e-10	0.39	-1.57	-89.06	-1.1e+02	11.43	38.62	111.56	-2.4e+02	0.2962	-1.3951	-0.9349	0.8560	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	458.077
200.00	8	0	0.000	23	5	0	0.852632	0.007632	0.1052	0.265177	0.0182	3.34	2.82	31.67	0.051	-0.003	0.091	-0.223	3381.841	3.6658e-10	-0.43	-3.35	-90.09	-87	6.59	36.26	115.55	-2.3e+02	0.4890	-1.3116	-0.7619	0.9870	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	257.280
200.00	9	0	0.000	23	5	0	0.852189	0.007149	0.1281	0.166962	0.0353	3.17	2.69	36.55	0.064	0.012	0.093	-0.235	3663.561	3.3827e-10	1.00	-1.58	-83.60	-1.1e+02	7.91	32.51	108.08	-2.3e+02	0.4302	-1.3408	-0.8978	1.0599	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	108.598
200.00	10	0	0.000	23	5	0	0.851958	0.007343	0.2098	0.067045	0.1333	1.99	1.39	46.32	0.056	0.026	0.083	-0.243	3842.529	3.2249e-10	2.50	-3.58	-86.26	-86	7.04	29.66	106.11	-2.3e+02	0.4568	-1.2682	-0.9955	1.1446	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	25.006
200.00	11	0	0.000	23	5	0	0.850247	0.002622	1.0129	0.039782	0.3311	0.75	3.57	-52.94	0.038	0.010	0.088	-0.230	3871.792	3.2013e-10	0.81	-3.69	-84.01	-1.1e+02	5.28	24.48	106.85	-2.5e+02	0.5047	-1.2376	-0.8146	1.0951	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	13.056
200.00	0	0	0.000	23	0	0	0.851134	0.006941	0.1054	0.700091	0.0100	2.75	3.15	6.13	0.103	-0.079	0.018	-0.088	1908.546	6.4863e-10	-7.72	-12.14	41.23	97	11.35	-3.45	-30.07	-66	0.3164	-1.0243	-0.2804	-0.2219	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1734.138
200.00	1	0	0.000	23	0	0	0.85062	0.007468	0.0977	0.687528	0.0128	2.69	3.18	-9.75	0.092	-0.082	0.017	-0.083	1933.292	6.4038e-10	-8.06	-12.71	44.36	1e+02	10.40	-6.73	-26.34	-34	0.3417	-0.9811	-0.2192	-0.2260	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1690.804
200.00	2	0	0.000	23	0	0	0.850109	0.007935	0.0925	0.668717	0.0131	2.75	3.82	7.72	0.111	-0.072	0.013	-0.136	1999.972	6.1908e-10	-7.02	-14.79	42.84	1.2e+02	12.18	-5.34	-29.94	-50	0.4698	-1.1986	-0.5355	-0.0404	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1579.240
200.00	3	0	0.000	23	0	0	0.849597	0.008146	0.0900	0.628027	0.0124	2.44	4.23	-12.36	0.120	-0.065	0.014	-0.123	2112.118	5.8639e-10	-6.33	-14.74	42.17	1.2e+02	13.18	-6.30	-26.53	-46	0.3563	-1.1467	-0.5359	-0.0876	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1407.932
200.00	4	0	0.000	23	0	0	0.849091	0.008266	0.0891	0.581915	0.0129	2.48	4.68	-0.22	0.105	-0.063	0.015	-0.128	2272.644	5.4518e-10	-6.24	-14.28	37.21	1.1e+02	11.80	-4.32	-22.20	-55	0.4079	-1.1167	-0.5172	-0.0145	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1192.030
200.00	5	0	0.000	23	0	0	0.848581	0.008092	0.0904	0.514894	0.0115	2.36	4.55	-8.84	0.112	-0.053	0.018	-0.151	2486.626	4.9845e-10	-5.12	-16.36	36.66	1.2e+02	12.35	-3.39	-27.78	-46	0.4292	-1.1938	-0.6632	0.1058	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	947.369
200.00	6	0	0.000	23	0	0	0.853577	0.007882	0.0920	0.444008	0.0119	2.60	4.11	9.82	0.115	-0.036	0.015	-0.170	2753.265	4.5052e-10	-3.23	-14.10	39.45	1.1e+02	12.80	-2.10	-28.74	-48	0.4384	-1.2009	-0.8246	0.2354	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	696.934
200.00	7	0	0.000	23	0	0	0.853075	0.007374	0.0980	0.356838	0.0131	2.75	4.20	12.44	0.134	-0.022	0.014	-0.170	3060.226	4.0537e-10	-2.12	-15.31	31.09	1.2e+02	14.52	-2.65	-30.33	-47	0.3322	-1.2013	-0.9398	0.2347	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	460.813
200.00	8	0	0.000	23	0	0	0.85258	0.006800	0.1061	0.266327	0.0177	2.74	4.45	25.75	0.099	-0.037	0.009	-0.187	3381.649	3.6665e-10	-3.58	-13.33	39.60	1e+02	11.07	-5.39	-28.61	-50	0.5739	-1.2103	-0.8567	0.3232	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	257.996
200.00	9	0	0.000	23	0	0	0.852104	0.005984	0.1198	0.166884	0.0350	2.42	4.43	32.45	0.121	-0.016	0.007	-0.195	3666.478	3.3806e-10	-1.36	-13.30	33.23	91	13.23	-7.12	-29.60	-39	0.4634	-1.2184	-1.0444	0.3751	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	107.768
200.00	10	0	0.000	23	0	0	0.851743	0.005055	0.1413	0.066277	0.1339	1.46	4.63	42.44	0.132	-0.003	-0.003	-0.190	3846.344	3.2224e-10	-0.22	-13.37	35.88	1.1e+02	14.18	-12.92	-30.97	-21	0.3864	-1.1485	-1.1364	0.3425	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	23.625
200.00	11	0	0.000	23	0	0	0.850624	0.004030	0.2072	0.040174	0.3254	0.80	3.75	-49.72	0.139	-0.013	0.011	-0.180	3874.717	3.1994e-10	-0.91	-14.05	33.94	87	15.11	-15.82	-32.27	-41	0.3303	-1.2090	-1.0400	0.2845	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	12.442
200.00	0	0	0.000	23	-5	0	0.851168	0.006737	0.1104	0.694116	0.0100	2.71	4.22	3.57	0.050	-0.045	0.095	-0.244	1922.536	6.4370e-10	-4.56	15.03	-35.57	-69	7.48	-4.47	71.36	62	0.7293	-1.5722	-0.6562	0.9135	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1708.131
200.00	1	0	0.000	23	-5	0	0.850654	0.007467	0.1023	0.682535	0.0129	2.68	4.37	-12.04	0.038	-0.047	0.095	-0.191	1947.576	6.3555e-10	-4.66	15.67	-36.38	-80	6.27	0.03	70.74	46	0.5627	-1.3366	-0.4086	0.7289	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1665.291
200.00	2	0	0.000	23	-5	0	0.850144	0.008109	0.0970	0.662857	0.0130	2.70	4.87	4.64	0.057	-0.041	0.095	-0.217	2014.369	6.1453e-10	-3.88	15.37	-32.70	-63	8.11	-0.95	63.09	66	0.5890	-1.4716	-0.5895	0.7994	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1555.173
200.00	3	0	0.000	23	-5	0	0.849632	0.008507	0.0942	0.623316	0.0126	2.33	4.92	-16.05	0.062	-0.033	0.096	-0.267	2126.093	5.8234e-10	-3.10	16.45	-38.89	-65	8.79	3.22	66.29	29	0.7323	-1.6548	-0.8301	1.0177	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1386.396
200.00	4	0	0.000	23	-5	0	0.849127	0.008789	0.0928	0.576681	0.0129	2.42	4.93	-4.89	0.048	-0.038	0.095	-0.264	2286.096	5.4179e-10	-3.60	17.29	-37.03	-68	7.33	2.95	66.21	32	0.7857	-1.6179	-0.7617	1.0285	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1173.890
200.00	5	0	0.000	23	-5	0	0.848615	0.008785	0.0927	0.510934	0.0117	2.24	4.26	-13.46	0.039	-0.025	0.095	-0.253	2499.412	4.9576e-10	-2.31	18.19	-37.66	-65	6.59	3.86	67.09	52	0.7184	-1.4944	-0.7441	1.0645	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	932.921
200.00	6	0	0.000	23	-5	0	0.853612	0.008730	0.0855	0.439985	0.0122	2.40	3.75	4.37	0.037	-0.009	0.094	-0.267	2764.109	4.4862e-10	-0.80	20.08	-40.29	-70	6.24	6.79	66.04	44	0.7131	-1.4783	-0.8602	1.1837	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	686.603
200.00	7	0	0.000	23	-5	0	0.853109	0.008329	0.0917	0.353966	0.0134	2.41	3.45	6.88	0.050	-0.005	0.090	-0.271	3068.503	4.0416e-10	-0.30	20.08	-37.44	-68	7.73	7.64	68.42	32	0.6892	-1.5020	-0.9458	1.1667	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	454.036
200.00	8	0	0.000	23	-5	0	0.852614	0.007814	0.1065	0.263813	0.0178	2.43	3.19	20.33	0.039	-0.016	0.087	-0.275	3386.117	3.6607e-10	-1.56	22.27	-38.52	-99	6.28	4.32	63.59	29	0.7901	-1.5223	-0.8879	1.1644	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	254.529
200.00	9	0	0.000	23	-5	0	0.852136	0.006956	0.1418	0.165447	0.0346	2.17	2.45	26.21	0.068	0.002	0.084	-0.273	3666.557	3.3797e-10	0.50	20.92	-39.53	-75	9.27	-0.29	67.38	51	0.6323	-1.5174	-1.0516	1.1371	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	106.898
200.00	10	0	0.000	23	-5	0	0.851765	0.005538	0.3417	0.065554	0.1329	1.31	1.36	36.06	0.094	0.017	0.070	-0.282	3842.628	3.2246e-10	1.87	18.65	-37.56	-66	11.96	-2.80	68.60	44	0.5739	-1.5328	-1.2657	1.1128	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	24.232
200.00	11	0	0.000	23	-5	0	0.850696	0.007107	0.4091	0.040070	0.3196	0.87	7.38	-45.96	0.128	0.009	0.088	-0.280	3870.521	3.2017e-10	1.22	20.37	-36.38	-76	15.29	-9.45	69.93	59	0.4448	-1.7081	-1.2747	1.0261	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	13.556
200.00	0	0	0.000	23	12	0	0.851028	0.014065	0.1284	0.631602	0.0111	4.08	10.37	-9.75	0.172	-0.110	0.265	0.130	2110.859	5.8629e-10	-10.88	56.39	50.13	-3.5e+02	2.21	-116.41	906.32	4.5e+03	-1.3427	-1.2007	1.2178	-0.7011	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1403.341
200.00	1	0	0.000	23	12	0	0.850535	0.016270	0.1108	0.613839	0.0136	3.79	9.81	-13.36	0.172	-0.099	0.263	0.090	2147.122	5.7643e-10	-9.77	56.18	47.50	-3.6e+02	2.37	-114.76	878.74	4.4e+03	-1.2210	-1.3085	1.0141	-0.5082	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1351.622
200.00	2	0	0.000	23	12	0	0.850049	0.018640	0.0983	0.594471	0.0139	3.68	10.02	-4.32	0.208	-0.105	0.260	0.107	2223.495	5.5665e-10	-10.14	54.70	48.43	-3.4e+02	5.81	-115.66	901.05	4.5e+03	-1.3609	-1.3630	0.9884	-0.7142	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1248.108
200.00	3	0	0.000	23	12	0	0.849567	0.020675	0.0905	0.552826	0.0132	3.51	9.68	-13.38	0.233	-0.107	0.258	0.060	2342.258	5.2852e-10	-10.85	55.19	50.06	-3.4e+02	8.18	-111.73	882.61	4.4e+03	-1.2369	-1.6217	0.7305	-0.6149	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1100.894
200.00	4	0	0.000	23	12	0	0.849095	0.023014	0.0848	0.507779	0.0135	3.30	9.75	-6.24	0.260	-0.118	0.256	0.035	2504.005	4.9449e-10	-11.60	52.96	55.67	-3.3e+02	10.86	-111.11	887.27	4.5e+03	-1.1646	-1.8445	0.5913	-0.6460	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	922.701
200.00	5	0	0.000	23	12	0	0.854129	0.025133	0.0804	0.444822	0.0117	2.81	7.64	-6.41	0.288	-0.098	0.255	0.021	2710.843	4.5704e-10	-9.97	53.90	51.07	-3.5e+02	13.96	-108.40	864.85	4.4e+03	-1.2745	-1.8993	0.3663	-0.5912	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	727.015
200.00	6	0	0.000	23	12	0	0.853688	0.027628	0.0783	0.376864	0.0125	2.24	6.14	9.60	0.314	-0.089	0.264	0.040	2950.828	4.1983e-10	-8.92	52.26	48.56	-3.4e+02	16.42	-108.46	865.58	4.4e+03	-1.4814	-1.8905	0.3569	-0.6851	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	532.637
200.00	7	0	0.000	23	12	0	0.853279	0.030664	0.0819	0.298955	0.0147	1.87	2.06	14.21	0.324	-0.090	0.256	0.021	3210.972	3.8571e-10	-8.96	52.89	50.62	-3.5e+02	17.38	-110.12	845.76	4.3e+03	-1.4107	-1.9738	0.2354	-0.6640	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	354.421
200.00	8	0	0.000	23	12	0	0.852956	0.035584	0.0861	0.214492	0.0220	1.61	-4.16	28.07	0.270	-0.101	0.270	-0.006	3461.963	3.5755e-10	-10.11	50.92	49.64	-3.3e+02	12.23	-110.14	860.95	4.4e+03	-1.1430	-2.0085	0.3646	-0.4007	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	207.119
200.00	9	0	0.000	23	12	0	0.852888	0.047271	0.0950	0.128203	0.0490	1.32	-20.67	35.91	0.247	-0.086	0.273	-0.009	3661.028	3.3802e-10	-8.61	49.86	55.26	-3.2e+02	10.21	-113.14	845.53	4.3e+03	-1.1280	-1.9042	0.3736	-0.2522	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	104.751
200.00	10	0	0.000	23	12	0	0.854429	0.091432	0.0652	0.049550	0.2041	1.39	-69.83	10.28	0.204	-0.078	0.273	-0.018	3765.041	3.2874e-10	-7.41	52.09	54.61	-3.6e+02	5.65	-118.00	885.95	4.4e+03	-1.0064	-1.7745	0.4313	-0.0583	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	56.372
200.00	11	0	0.000	23	12	0	0.848982	0.041197	0.2409	0.073077	0.1576	3.12	8.04	-64.64	0.152	-0.099	0.251	-0.013	3743.122	3.3081e-10	-9.79	52.50	52.24	-3.7e+02	0.40	-118.37	880.68	4.4e+03	-0.7207	-1.6262	0.6226	-0.0710	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	66.191
200.00	0	0	0.000	23	-12	0	0.851288	0.002860	0.5522	0.616916	0.0107	3.41	12.97	-9.25	0.141	-0.057	-0.151	0.262	2144.562	5.7699e-10	-6.13	-0.75	-172.30	4.3e+02	-1.33	140.74	621.18	-4.1e+03	-0.7868	0.8308	0.4172	-2.1205	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1358.183
200.00	1	0	0.000	23	-12	0	0.850781	0.002683	0.5744	0.609540	0.0135	3.51	13.74	-0.05	0.114	-0.066	-0.146	0.183	2168.345	5.7078e-10	-6.79	2.11	-175.25	4.2e+02	-4.08	141.69	620.35	-4.1e+03	-0.3729	0.5458	0.2385	-1.7563	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1325.598
200.00	2	0	0.000	23	-12	0	0.85028	0.002289	0.6267	0.588843	0.0133	3.27	11.82	-10.13	0.112	-0.060	-0.140	0.196	2231.518	5.5468e-10	-6.33	0.09	-170.53	4.4e+02	-4.42	144.48	626.54	-4.1e+03	-0.4599	0.6063	0.2857	-1.7542	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1241.263
200.00	3	0	0.000	23	-12	0	0.849776	0.001807	0.7023	0.556712	0.0132	2.84	8.09	-7.50	0.108	-0.071	-0.142	0.170	2336.502	5.2994e-10	-7.08	4.21	-168.74	4.1e+02	-4.72	147.19	630.09	-4.1e+03	-0.2935	0.4777	0.2383	-1.6898	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1111.461
200.00	4	0	0.000	23	-12	0	0.84928	0.001495	0.7493	0.511750	0.0131	2.61	4.88	-18.43	0.090	-0.084	-0.147	0.164	2483.197	4.9882e-10	-8.59	3.53	-158.64	4.2e+02	-6.29	144.12	614.99	-4e+03	-0.1483	0.4671	0.3048	-1.6800	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	948.277
200.00	5	0	0.000	23	-12	0	0.848779	0.001621	0.8309	0.456215	0.0127	2.36	2.31	-7.14	0.068	-0.083	-0.149	0.135	2673.291	4.6353e-10	-8.35	8.79	-159.79	3.7e+02	-8.44	143.90	641.19	-4.1e+03	0.0296	0.4296	0.2402	-1.5029	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	763.386
200.00	6	0	0.000	23	-12	0	0.853795	0.002526	0.7503	0.390063	0.0124	2.37	-0.56	-4.71	0.058	-0.073	-0.160	0.094	2901.557	4.2743e-10	-7.63	8.14	-166.34	4.1e+02	-9.22	143.86	599.40	-4e+03	0.2160	0.3652	0.0392	-1.3017	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	574.666
200.00	7	0	0.000	23	-12	0	0.853321	0.004375	0.5751	0.316485	0.0139	2.55	-0.24	9.07	0.070	-0.068	-0.156	0.067	3152.873	3.9341e-10	-6.78	7.31	-163.92	4.1e+02	-7.83	144.37	617.40	-4e+03	0.2526	0.2366	-0.1173	-1.1977	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	396.584
200.00	8	0	0.000	23	-12	0	0.852879	0.007308	0.4498	0.234189	0.0184	2.53	1.99	12.55	0.078	-0.087	-0.169	0.017	3403.828	3.6426e-10	-8.79	9.37	-166.17	4.2e+02	-6.99	140.47	592.04	-4e+03	0.5431	-0.0267	-0.3001	-1.1370	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	243.845
200.00	9	0	0.000	23	-12	0	0.852522	0.013056	0.3867	0.149062	0.0336	2.30	3.07	23.54	0.136	-0.075	-0.175	-0.005	3616.864	3.4275e-10	-7.56	13.05	-159.75	3.7e+02	-1.47	137.86	597.46	-4e+03	0.4246	-0.2181	-0.6207	-1.1913	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	130.644
200.00	10	0	0.000	23	-12	0	0.852619	0.032721	0.3408	0.061282	0.1328	1.87	-8.56	29.10	0.196	-0.047	-0.175	-0.018	3747.530	3.3081e-10	-5.01	12.85	-167.66	3.8e+02	4.48	131.24	597.98	-4e+03	0.1929	-0.3330	-0.9638	-1.2009	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	66.929
200.00	11	0	0.000	23	-12	0	0.849501	0.049286	0.3539	0.038788	0.3090	2.94	66.79	-30.40	0.261	-0.053	-0.202	-0.005	3771.089	3.2873e-10	-5.43	11.44	-168.90	3.9e+02	11.26	127.77	577.86	-3.9e+03	0.0502	-0.4195	-1.1560	-1.5449	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	59.366
200.00	0	0	0.000	23	-5	1	0.851166	0.008317	0.0944	0.716491	0.0103	6.01	4.09	4.41	0.037	-0.064	0.094	-0.085	1859.418	6.6505e-10	-6.14	12.64	-38.85	-38	8.49	-17.50	116.60	1.5e+02	0.2169	-0.9823	0.0828	0.2410	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1823.656
200.00	1	0	0.000	23	-5	1	0.850521	0.009096	0.0883	0.704709	0.0131	5.75	4.20	-7.49	0.028	-0.057	0.096	-0.121	1882.131	6.5705e-10	-5.67	9.10	-36.64	-22	7.37	-14.06	108.77	1.3e+02	0.3499	-1.0726	-0.0583	0.4476	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1781.467
200.00	2	0	0.000	23	-5	1	0.849873	0.009964	0.0831	0.686876	0.0132	5.72	4.37	-21.09	0.014	-0.064	0.096	-0.176	1944.140	6.3609e-10	-6.32	12.20	-34.07	-31	5.91	-15.52	113.85	1.6e+02	0.6376	-1.2759	-0.2043	0.6767	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1671.615
200.00	3	0	0.000	23	-5	1	0.849219	0.010741	0.0789	0.650347	0.0133	5.49	5.02	-11.21	0.056	-0.028	0.089	-0.227	2048.074	6.0388e-10	-2.74	13.71	-41.25	-35	10.71	-15.78	117.49	1.6e+02	0.5938	-1.4374	-0.6982	0.8796	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1502.574
200.00	4	0	0.000	23	-5	1	0.848539	0.011468	0.0753	0.600924	0.0134	5.25	4.64	-27.87	0.059	-0.026	0.087	-0.225	2196.284	5.6326e-10	-2.48	15.53	-37.02	-26	11.14	-16.70	115.82	1.7e+02	0.5739	-1.4268	-0.7133	0.8670	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1289.504
200.00	5	0	0.000	23	-5	1	0.847823	0.012294	0.0718	0.544278	0.0141	5.05	3.88	-35.40	0.007	-0.035	0.080	-0.285	2391.572	5.1732e-10	-3.43	17.43	-44.46	-37	5.59	-11.76	120.59	1.6e+02	1.0230	-1.5241	-0.7776	1.1971	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	1048.608
200.00	6	0	0.000	23	-5	1	0.852558	0.013254	0.0599	0.477615	0.0160	5.17	2.96	-17.43	0.008	-0.023	0.065	-0.305	2634.108	4.7015e-10	-2.05	18.59	-39.87	-43	5.96	-11.91	113.42	1.7e+02	1.0943	-1.5148	-0.9538	1.2830	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	802.234
200.00	7	0	0.000	23	-5	1	0.851697	0.014238	0.0565	0.399794	0.0182	5.54	2.43	-15.33	0.016	-0.019	0.056	-0.295	2909.247	4.2566e-10	-1.68	19.61	-42.74	-48	6.77	-10.83	116.53	1.5e+02	1.0379	-1.4582	-0.9808	1.2087	1991b-TPF-UFCM_20200224-int0.txt	1991b-TPF-UFCM_20200224-fld0.txt	569.507
